Name;RF;XGB;Mean;SD;CV
ZINC000000266964;7.085371387;7.399389;7.242380194;0.157008807;0.021679172
ZINC000242648948;5.673976921;5.1323376;5.403157261;0.270819661;0.050122483
ZINC000245189278;5.681108462;5.199524;5.440316231;0.240792231;0.044260705
ZINC000036766734;5.978324501;5.3632703;5.670797401;0.307527101;0.054229957
ZINC000096014710;5.978324501;5.3632703;5.670797401;0.307527101;0.054229957
ZINC000003812983;6.363915975;5.964153;6.164034488;0.199881488;0.032427055
ZINC000000000471;5.537418152;5.148819;5.343118576;0.194299576;0.036364451
ZINC000000000494;5.870110041;5.604741;5.737425521;0.132684521;0.023126143
ZINC000000000449;5.990159489;5.988582;5.989370745;0.000788744;0.000131691
ZINC000000000416;6.310801642;5.704838;6.007819821;0.302981821;0.050431243
ZINC000003927198;6.085871653;5.3987856;5.742328627;0.343543027;0.059826431
ZINC000003927870;5.404098146;5.124383;5.264240573;0.139857573;0.026567474
ZINC000030691679;6.382308975;5.982461;6.182384988;0.199923988;0.03233768
ZINC000000599985;5.874169901;5.253601;5.563885451;0.310284451;0.055767584
ZINC000000599734;5.735616652;5.4894724;5.612544526;0.123072126;0.021928044
ZINC000000896740;5.137859002;5.118952;5.128405501;0.009453501;0.001843361
ZINC000000643055;5.137859002;5.118952;5.128405501;0.009453501;0.001843361
ZINC000000044027;8.339903004;8.216572;8.278237502;0.061665502;0.00744911
ZINC000003830212;5.382779933;5.39071;5.386744967;0.003965034;0.000736072
ZINC000000601250;5.525516008;5.4628563;5.494186154;0.031329854;0.005702365
ZINC000000607971;5.137859002;5.118952;5.128405501;0.009453501;0.001843361
ZINC000038212689;6.065619301;5.694517;5.880068151;0.185551151;0.031555952
ZINC000000597013;5.867274568;5.8925104;5.879892484;0.012617916;0.002145943
ZINC000006409735;7.098259625;6.4192877;6.758773663;0.339485963;0.050228929
ZINC000000000469;6.129375115;6.2899346;6.209654858;0.080279742;0.012928213
ZINC000000120319;5.384297499;5.0062375;5.1952675;0.18903;0.036385037
ZINC000000121541;6.745797774;5.91028;6.328038887;0.417758887;0.066017118
ZINC000000000431;6.567042256;6.2093225;6.388182378;0.178859878;0.027998555
ZINC000014261579;6.243057242;5.659847;5.951452121;0.291605121;0.048997306
ZINC000001530968;6.513661529;5.9114347;6.212548115;0.301113415;0.048468585
ZINC000001539579;6.404818778;5.765333;6.085075889;0.319742889;0.052545423
ZINC000001554274;5.823918333;5.295883;5.559900667;0.264017667;0.04748604
ZINC000001530636;5.516696811;5.2934165;5.405056656;0.111640156;0.020654761
ZINC000000584092;5.666067814;5.510174;5.588120907;0.077946907;0.013948679
ZINC000001493878;7.289691782;6.452499;6.871095391;0.418596391;0.060921348
ZINC000002847375;6.050530362;5.8070827;5.928806531;0.121723831;0.020530916
ZINC000000896695;6.669469614;6.9012985;6.785384057;0.115914443;0.01708296
ZINC000000901552;5.993194631;6.132704;6.062949316;0.069754685;0.011505075
ZINC000000901555;5.993194631;6.132704;6.062949316;0.069754685;0.011505075
ZINC000100037020;6.568807563;6.2387495;6.403778532;0.165029032;0.025770571
ZINC000000518554;5.056363104;4.9324164;4.994389752;0.061973352;0.012408593
ZINC000035902489;6.013309127;5.827186;5.920247564;0.093061564;0.015719201
ZINC000000020237;5.551467979;4.896024;5.22374599;0.32772199;0.062736969
ZINC000000020251;7.048236914;6.393615;6.720925957;0.327310957;0.048700277
ZINC000000020240;5.806973975;5.711807;5.759390488;0.047583487;0.008261896
ZINC000000020241;6.671120451;6.3057504;6.488435426;0.182685026;0.028155482
ZINC000035342789;8.375450752;9.136301;8.755875876;0.380425124;0.04344798
ZINC000035653007;6.23101678;6.190494;6.21075539;0.02026139;0.003262307
ZINC000035653009;6.23101678;6.190494;6.21075539;0.02026139;0.003262307
ZINC000035801098;6.831144472;6.2450724;6.538108436;0.293036036;0.044819697
ZINC000000000509;5.319278969;5.2693005;5.294289735;0.024989235;0.004720035
ZINC000001554392;5.471620619;5.3756294;5.42362501;0.04799561;0.00884936
ZINC000035328014;6.163086589;6.175157;6.169121795;0.006035205;0.000978292
ZINC000035342787;7.805642187;8.488249;8.146945594;0.341303407;0.041893419
ZINC000000001261;5.89835005;5.7049737;5.801661875;0.096688175;0.0166656
ZINC000000001281;6.700781021;6.076867;6.388824011;0.311957011;0.04882855
ZINC000000001341;6.648729156;6.0278482;6.338288678;0.310440478;0.048978596
ZINC000000001408;5.97667525;5.017042;5.496858625;0.479816625;0.087289242
ZINC000008214614;5.489316121;5.413069;5.451192561;0.03812356;0.006993618
ZINC000000000507;6.15451486;5.224098;5.68930643;0.46520843;0.081768918
ZINC000008034120;5.897306054;5.6006184;5.748962227;0.148343827;0.025803584
ZINC000008035395;6.281970283;5.6801066;5.981038442;0.300931842;0.050314313
ZINC000008143866;6.281970283;5.6801066;5.981038442;0.300931842;0.050314313
ZINC000008214625;5.440946907;5.2299795;5.335463204;0.105483704;0.019770299
ZINC000008552123;6.712815748;5.9249864;6.318901074;0.393914674;0.062339111
ZINC000007997568;6.10274217;5.5115833;5.807162735;0.295579435;0.050899113
ZINC000007997952;5.646980336;5.4120345;5.529507418;0.117472918;0.021244735
ZINC000019166988;5.993027879;5.686124;5.83957594;0.15345194;0.026277925
ZINC000019228902;8.330016924;8.481909;8.405962962;0.075946038;0.009034781
ZINC000019166991;6.272629269;6.0243297;6.148479485;0.124149785;0.020191949
ZINC000008214483;5.895614822;5.497881;5.696747911;0.198866911;0.034908849
ZINC000008437287;4.920467471;4.7731104;4.846788936;0.073678536;0.015201515
ZINC000019156872;6.446459525;6.457312;6.451885763;0.005426238;0.000841031
ZINC000019203912;8.397572613;8.335361;8.366466807;0.031105806;0.003717914
ZINC000008220878;6.13462548;5.9791236;6.05687454;0.07775094;0.012836809
ZINC000019144226;6.040442948;5.6756873;5.858065124;0.182377824;0.031132775
ZINC000019168887;7.465513459;7.839142;7.65232773;0.186814271;0.024412738
ZINC000000007601;6.076673433;6.0366144;6.056643917;0.020029516;0.003307032
ZINC000000012346;5.914626469;5.685813;5.800219735;0.114406735;0.019724552
ZINC000000014007;5.665076156;5.5987425;5.631909328;0.033166828;0.005889091
ZINC000036520252;5.538115173;5.292231;5.415173087;0.122942087;0.022703261
ZINC000008015016;5.775790935;5.439856;5.607823468;0.167967468;0.029952346
ZINC000008143864;6.281970283;5.6801066;5.981038442;0.300931842;0.050314313
ZINC000008214402;6.13462548;5.9791236;6.05687454;0.07775094;0.012836809
ZINC000019144216;5.970609815;5.747189;5.858899408;0.111710408;0.01906679
ZINC000000014037;5.242615587;5.1185603;5.180587944;0.062027644;0.01197309
ZINC000000014360;6.358125981;6.2711797;6.314652841;0.04347314;0.006884486
ZINC000000015515;6.359345482;5.960423;6.159884241;0.199461241;0.03238068
ZINC000000035804;6.252138842;5.8175044;6.034821621;0.217317221;0.036010546
ZINC000000643046;5.656150898;5.365651;5.510900949;0.145249949;0.026356843
ZINC000000020257;5.90719983;5.5441074;5.725653615;0.181546215;0.031707509
ZINC000000020230;6.076673433;6.0366144;6.056643917;0.020029516;0.003307032
ZINC000000020250;7.082423237;7.083159;7.082791119;0.000367881;5.19402E-05
ZINC000000601229;6.64111035;6.09565;6.368380175;0.272730175;0.042825674
ZINC000000601305;6.407035901;6.229942;6.318488951;0.088546951;0.014013944
ZINC000000004009;6.045907467;5.562479;5.804193234;0.241714234;0.04164476
ZINC000000004028;8.627163073;8.022188;8.324675537;0.302487537;0.036336255
ZINC000001530803;6.186193388;6.267609;6.226901194;0.040707806;0.00653741
ZINC000004097416;6.050989836;5.6652184;5.858104118;0.192885718;0.032926304
ZINC000011680067;6.126762916;5.8116326;5.969197758;0.157565158;0.026396371
ZINC000218037687;6.785767332;6.1611166;6.473441966;0.312325366;0.048247187
ZINC000001530806;6.047504459;5.6212883;5.83439638;0.21310808;0.036526157
ZINC000001530638;5.580326773;5.533474;5.556900387;0.023426387;0.004215729
ZINC000001530654;6.158665856;5.574369;5.866517428;0.292148428;0.049799294
ZINC000001530695;7.304390261;7.225011;7.264700631;0.03968963;0.005463354
ZINC000001530701;5.293030485;5.335302;5.314166243;0.021135758;0.003977248
ZINC000001530940;5.659994605;5.2587795;5.459387053;0.200607553;0.036745435
ZINC000001530805;6.047504459;5.6212883;5.83439638;0.21310808;0.036526157
ZINC000001530951;5.944494402;5.641305;5.792899701;0.151594701;0.026169053
ZINC000001530756;6.522266419;6.1301994;6.32623291;0.19603351;0.0309874
ZINC000001530762;6.264488493;5.574092;5.919290247;0.345198247;0.058317506
ZINC000001530769;6.277988214;6.22449;6.251239107;0.026749107;0.004279009
ZINC000003813061;6.635517693;6.0182905;6.326904097;0.308613597;0.048777979
ZINC000003830339;5.967567535;5.803552;5.885559768;0.082007767;0.013933724
ZINC000003812984;8.636347488;8.225112;8.430729744;0.205617744;0.02438908
ZINC000003823492;5.546470307;5.032935;5.289702654;0.256767654;0.048541037
ZINC000000896595;6.567042256;6.2093225;6.388182378;0.178859878;0.027998555
ZINC000000968264;7.607137869;7.4854913;7.546314585;0.060823285;0.008059999
ZINC000001639567;6.30507711;5.9656982;6.135387655;0.169689455;0.027657495
ZINC000003798734;5.263698976;5.1297035;5.196701238;0.066997738;0.012892359
ZINC000003812863;6.344772059;6.076439;6.21060553;0.13416653;0.02160281
ZINC000003812960;5.769906773;5.4634695;5.616688137;0.153218637;0.027279178
ZINC000001550766;5.582250125;5.10816;5.345205063;0.237045063;0.044347235
ZINC000043763856;6.408031343;6.168851;6.288441172;0.119590172;0.019017459
ZINC000003791297;6.274799773;5.980983;6.127891387;0.146908387;0.023973726
ZINC000003830813;5.312835262;4.982451;5.147643131;0.165192131;0.032090828
ZINC000000896709;7.228750784;7.0754766;7.152113692;0.076637092;0.010715307
ZINC000000896755;6.094524192;5.921039;6.007781596;0.086742596;0.014438374
ZINC000000896968;5.746397875;5.652554;5.699475938;0.046921938;0.008232676
ZINC000000897222;6.665083232;6.2921653;6.478624266;0.186458966;0.028780642
ZINC000004095696;6.468683736;5.857463;6.163073368;0.305610368;0.049587332
ZINC000000002191;5.973758286;5.5040812;5.738919743;0.234838543;0.040920339
ZINC000013129998;5.854902669;5.201487;5.528194835;0.326707835;0.059098466
ZINC000169289767;7.880905006;7.7215085;7.801206753;0.079698253;0.010216144
ZINC000169621228;6.609984073;6.0639057;6.336944887;0.273039187;0.04308688
ZINC000169621200;6.293216536;5.4762535;5.884735018;0.408481518;0.069413749
ZINC000169621223;6.640884493;6.186499;6.413691747;0.227192747;0.035423085
ZINC000169746649;6.000300321;5.8888288;5.944564561;0.055735761;0.00937592
ZINC000001535101;6.610023384;5.4563937;6.033208542;0.576814842;0.095606647
ZINC000000001681;5.873425076;5.613622;5.743523538;0.129901538;0.022617046
ZINC000000000931;7.235160896;7.245197;7.240178948;0.005018052;0.000693084
ZINC000000001758;4.996897216;4.8096933;4.903295258;0.093601958;0.019089603
ZINC000003938746;6.395730401;5.7555604;6.075645401;0.320085001;0.052683292
ZINC000003938684;5.156174865;5.0068955;5.081535183;0.074639683;0.014688412
ZINC000000403079;6.15451486;5.224098;5.68930643;0.46520843;0.081768918
ZINC000000403566;6.244087019;5.8032136;6.02365031;0.22043671;0.036595204
ZINC000000003911;6.3882145;5.7944784;6.09134645;0.29686805;0.048736031
ZINC000003797541;6.094659628;5.7405186;5.917589114;0.177070514;0.029922746
ZINC000003807172;6.581091486;6.403116;6.492103743;0.088987743;0.013707073
ZINC000003812888;6.250646538;6.276149;6.263397769;0.012751231;0.002035833
ZINC000003786192;5.568355421;5.440532;5.504443711;0.06391171;0.01161093
ZINC000003819138;5.487980975;5.2753763;5.381678638;0.106302338;0.019752636
ZINC000003830579;6.067993711;5.9469886;6.007491156;0.060502555;0.010071185
ZINC000001853550;6.609455316;6.6066384;6.608046858;0.001408458;0.000213143
ZINC000003651680;6.134823613;5.7331324;5.933978007;0.200845607;0.033846706
ZINC000003776970;5.98033501;5.8023224;5.891328705;0.089006305;0.015108019
ZINC000003781943;5.993597081;5.807788;5.900692541;0.09290454;0.015744684
ZINC000003785268;6.02881346;5.507729;5.76827123;0.26054223;0.045168166
ZINC000003830453;6.075257393;5.387944;5.731600697;0.343656697;0.059958241
ZINC000003784182;5.785520229;4.964313;5.374916615;0.410603615;0.076392555
ZINC000003816514;6.181550044;6.0026884;6.092119222;0.089430822;0.014679756
ZINC000003830449;6.072814027;5.6836677;5.878240864;0.194573164;0.033100577
ZINC000003831139;7.09805787;7.3473053;7.222681585;0.124623715;0.017254494
ZINC000003831151;6.066886734;5.2849135;5.675900117;0.390986617;0.068885394
ZINC000003831165;6.004609919;5.677478;5.84104396;0.16356596;0.028002864
ZINC000072267023;5.847936714;5.8456593;5.846798007;0.001138707;0.000194757
ZINC000003629271;5.939932388;5.563485;5.751708694;0.188223694;0.032724831
ZINC000003776875;5.625827336;5.2204924;5.423159868;0.202667468;0.037370735
ZINC000003781664;5.364352502;5.182643;5.273497751;0.090854751;0.017228556
ZINC000003798247;5.430825773;5.1488657;5.289845737;0.140980037;0.026651068
ZINC000003801163;6.050250084;5.663888;5.857069042;0.193181042;0.032982545
ZINC000003810860;6.644269301;5.952028;6.298148651;0.346120651;0.054955935
ZINC000003812933;6.62559767;6.50578;6.565688835;0.059908835;0.009124532
ZINC000003812989;6.260949437;5.8249526;6.042951019;0.217998419;0.036074828
ZINC000003806721;6.363915975;5.964153;6.164034488;0.199881488;0.032427055
ZINC000003812841;6.080825464;5.814957;5.947891232;0.132934232;0.022349809
ZINC000003872738;6.570742817;6.3893266;6.480034709;0.090708108;0.01399809
ZINC000003875393;6.712815748;5.9249864;6.318901074;0.393914674;0.062339111
ZINC000000011012;6.039896632;5.5918417;5.815869166;0.224027466;0.038520032
ZINC000000056556;5.806973975;5.711807;5.759390488;0.047583487;0.008261896
ZINC000000004351;5.935375611;5.854197;5.894786306;0.040589306;0.006885628
ZINC000000001979;6.050247431;5.585551;5.817899216;0.232348216;0.039936789
ZINC000000002009;5.494173054;4.978494;5.236333527;0.257839527;0.049240471
ZINC000003871832;6.250646538;6.276149;6.263397769;0.012751231;0.002035833
ZINC000003871978;6.096445447;5.8927155;5.994580474;0.101864974;0.016992844
ZINC000003872605;5.693157496;5.53599;5.614573748;0.078583748;0.013996387
ZINC000003873936;5.121144433;4.979444;5.050294217;0.070850217;0.014028929
ZINC000003842753;6.115882257;6.151953;6.133917629;0.018035371;0.00294027
ZINC000003871541;6.49532576;5.7361593;6.11574253;0.37958323;0.062066581
ZINC000003871960;5.856875672;5.4650354;5.660955536;0.195920136;0.034609022
ZINC000003872277;6.67814551;6.0039988;6.341072155;0.337073355;0.053157155
ZINC000003830957;6.315228129;5.5282283;5.921728215;0.393499915;0.066450181
ZINC000003798757;6.61465711;6.062716;6.338686555;0.275970555;0.043537498
ZINC000003805768;5.864593364;5.786508;5.825550682;0.039042682;0.006701973
ZINC000003812867;6.594008739;6.0350504;6.31452957;0.27947917;0.044259698
ZINC000003813083;5.990159489;5.988582;5.989370745;0.000788744;0.000131691
ZINC000000897288;5.659966788;5.2495813;5.454774044;0.205192744;0.037617093
ZINC000000968257;6.5561064;6.676976;6.6165412;0.0604348;0.009133896
ZINC000000968327;5.931470935;5.5180225;5.724746718;0.206724218;0.036110631
ZINC000001849548;5.704431192;5.957849;5.831140096;0.126708904;0.021729696
ZINC000001853205;6.806277424;6.610581;6.708429212;0.097848212;0.01458586
ZINC000003929486;5.39716318;5.1027784;5.24997079;0.14719239;0.028036802
ZINC000003932831;6.256648834;5.8860955;6.071372167;0.185276667;0.03051644
ZINC000003938686;6.216291587;6.190572;6.203431794;0.012859793;0.002073013
ZINC000003930376;5.54616282;5.5330577;5.53961026;0.00655256;0.001182856
ZINC000003938482;6.3563025;6.1058626;6.23108255;0.12521995;0.020096018
ZINC000003938751;6.747106163;6.279238;6.513172082;0.233934082;0.035917074
ZINC000001999487;6.790937253;6.384829;6.587883127;0.203054127;0.030822363
ZINC000003953037;6.252157514;5.7697487;6.010953107;0.241204407;0.040127481
ZINC000003964325;6.250008574;6.2493243;6.249666437;0.000342137;5.47448E-05
ZINC000003976838;5.994018605;5.76753;5.880774303;0.113244303;0.019256699
ZINC000000001115;7.092453949;6.8460345;6.969244225;0.123209725;0.017679065
ZINC000000057341;5.38526223;5.057245;5.221253615;0.164008615;0.031411731
ZINC000000057062;5.90719983;5.5441074;5.725653615;0.181546215;0.031707509
ZINC000000057255;6.866333379;6.480517;6.67342519;0.19290819;0.028906923
ZINC000003926298;6.961509284;6.378972;6.670240642;0.291268642;0.043666887
ZINC000003873296;5.44220662;5.417505;5.42985581;0.01235081;0.002274611
ZINC000003875342;5.12877188;5.3106055;5.21968869;0.09091681;0.017418052
ZINC000003920028;6.83698475;6.2620587;6.549521725;0.287463025;0.04389069
ZINC000000403011;6.310801642;5.704838;6.007819821;0.302981821;0.050431243
ZINC000003830387;6.436563799;6.1709194;6.3037416;0.1328222;0.021070375
ZINC000000113404;5.865745558;5.6485453;5.757145429;0.108600129;0.018863538
ZINC000000113410;5.865745558;5.6485453;5.757145429;0.108600129;0.018863538
ZINC000000000257;5.737545212;5.8712215;5.804383356;0.066838144;0.011515115
ZINC000000113398;5.842269229;5.6537256;5.747997415;0.094271815;0.01640081
ZINC000001850376;5.760100038;5.7893834;5.774741719;0.014641681;0.002535469
ZINC000003925861;6.321010972;6.092287;6.206648986;0.114361986;0.018425722
ZINC000000968255;6.392009756;6.0152507;6.203630228;0.188379528;0.030366015
ZINC000000968303;5.840264718;5.284057;5.562160859;0.278103859;0.049999248
ZINC000001843099;6.230330797;5.6259923;5.928161549;0.302169249;0.050971831
ZINC000001851149;6.780829501;6.724137;6.752483251;0.028346251;0.0041979
ZINC000000622123;5.838320085;5.553075;5.695697543;0.142622543;0.0250404
ZINC000085540215;6.465668638;5.778576;6.122122319;0.343546319;0.056115559
ZINC000085540219;6.465668638;5.778576;6.122122319;0.343546319;0.056115559
ZINC000085540223;6.465668638;5.778576;6.122122319;0.343546319;0.056115559
ZINC000087496092;6.013497514;5.4246206;5.719059057;0.294438457;0.051483724
ZINC000096006013;6.609096371;6.0008254;6.304960886;0.304135486;0.04823749
ZINC000169289388;6.525314535;6.283308;6.404311268;0.121003268;0.018894033
ZINC000169621215;6.880872205;5.5227814;6.201826803;0.679045403;0.109491191
ZINC000001319780;6.318790038;5.7842317;6.051510869;0.267279169;0.044167345
ZINC000085555528;6.550710871;5.952278;6.251494436;0.299216436;0.047863185
ZINC000001530625;5.246801135;5.042606;5.144703568;0.102097568;0.01984518
ZINC000014210876;6.058325112;5.7799687;5.919146906;0.139178206;0.02351322
ZINC000000002043;5.534558975;5.356125;5.445341988;0.089216988;0.016384093
ZINC000000000607;5.736835469;5.564378;5.650606735;0.086228735;0.015260084
ZINC000000001982;5.22633628;4.846752;5.03654414;0.18979214;0.037683009
ZINC000043100709;6.038745304;5.7759595;5.907352402;0.131392902;0.022242266
ZINC000043100953;6.717044896;6.035759;6.376401948;0.340642948;0.05342244
ZINC000084758479;6.767575279;6.6477356;6.70765544;0.05991984;0.008933053
ZINC000084843283;6.497018537;6.0186343;6.257826419;0.239192119;0.038222875
ZINC000000001850;5.200678939;5.0132594;5.10696917;0.09370977;0.01834939
ZINC000000020243;6.081533505;4.946835;5.514184253;0.567349253;0.102889063
ZINC000000020245;6.452734566;6.4460073;6.449370933;0.003363633;0.000521544
ZINC000000020248;6.639442127;6.6451817;6.642311914;0.002869787;0.000432046
ZINC000003813042;6.223527191;5.700969;5.962248096;0.261279096;0.043822245
ZINC000003830314;5.218670699;5.176487;5.19757885;0.021091849;0.004058014
ZINC000003831429;6.435944666;6.252031;6.343987833;0.091956833;0.014495115
ZINC000003831586;6.393071738;6.3835773;6.388324519;0.004747219;0.000743109
ZINC000003830990;6.205644034;5.5436125;5.874628267;0.331015767;0.056346675
ZINC000000643153;5.737264809;5.8901744;5.813719605;0.076454796;0.013150754
ZINC000022447798;5.460289581;5.0371637;5.248726641;0.211562941;0.040307479
ZINC000022448696;6.678550965;6.0498385;6.364194733;0.314356233;0.049394502
ZINC000043202140;6.21914223;5.543286;5.881214115;0.337928115;0.057458904
ZINC000043207851;5.632791985;5.387737;5.510264493;0.122527493;0.022236227
ZINC000000000575;6.26797647;6.0618114;6.164893935;0.103082535;0.016720894
ZINC000000155269;6.234579877;6.198921;6.216750439;0.017829438;0.002867968
ZINC000000154964;5.621910334;4.983811;5.302860667;0.319049667;0.060165576
ZINC000000000215;6.050530362;5.8070827;5.928806531;0.121723831;0.020530916
ZINC000000000903;5.614472663;5.71676;5.665616332;0.051143669;0.009027026
ZINC000001552174;6.789328475;6.274129;6.531728738;0.257599738;0.039438217
ZINC000000000323;6.006817177;5.479495;5.743156089;0.263661089;0.045908745
ZINC000000001773;6.424416396;6.7677164;6.596066398;0.171650002;0.026023086
ZINC000000008667;6.006817177;5.479495;5.743156089;0.263661089;0.045908745
ZINC000000018087;6.323713681;6.264108;6.293910841;0.02980284;0.004735186
ZINC000022443609;5.968693027;5.728066;5.848379514;0.120313514;0.020572111
ZINC000043200832;6.160371828;5.9918733;6.076122564;0.084249264;0.013865629
ZINC000043207238;6.34980383;5.8368835;6.093343665;0.256460165;0.042088577
ZINC000001543475;5.222225893;4.7739286;4.998077247;0.224148647;0.044846975
ZINC000001543916;6.222400738;5.24557;5.733985369;0.488415369;0.08517904
ZINC000001548097;7.226982606;7.3173556;7.272169103;0.045186497;0.00621362
ZINC000001550499;6.518588031;6.2584558;6.388521916;0.130066116;0.020359344
ZINC000000967566;6.2906378;6.0267057;6.15867175;0.13196605;0.02142768
ZINC000000967597;7.055678651;6.2326484;6.644163526;0.411515126;0.061936333
ZINC000000967521;6.315347061;6.299908;6.307627531;0.00771953;0.001223841
ZINC000019144231;6.040442948;5.6756873;5.858065124;0.182377824;0.031132775
ZINC000001883067;6.754293032;6.0511575;6.402725266;0.351567766;0.054909082
ZINC000000006226;5.519735507;5.1083064;5.314020954;0.205714554;0.038711656
ZINC000000105216;5.612297622;5.3809447;5.496621161;0.115676461;0.021045012
ZINC000000137884;5.854857447;5.5991683;5.727012874;0.127844574;0.022323081
ZINC000000621893;6.737545404;6.1965437;6.467044552;0.270500852;0.041827584
ZINC000000897244;5.950141746;5.8300314;5.890086573;0.060055173;0.010195975
ZINC000001035331;5.739454878;6.1510053;5.945230089;0.205775211;0.034611816
ZINC000001530788;4.856704314;4.4876866;4.672195457;0.184508857;0.039490826
ZINC000001542002;6.208646609;5.958669;6.083657805;0.124988805;0.020545009
ZINC000003787060;6.099989349;5.8069034;5.953446375;0.146542975;0.024614814
ZINC000003795819;7.093059079;6.1104484;6.60175374;0.49130534;0.074420428
ZINC000003814422;6.126762916;5.8116326;5.969197758;0.157565158;0.026396371
ZINC000003830321;5.885258291;5.2548146;5.570036446;0.315221846;0.056592421
ZINC000003830405;6.06689248;5.700545;5.88371874;0.18317374;0.031132307
ZINC000003833821;6.283915739;5.5938435;5.93887962;0.34503612;0.058097847
ZINC000003861599;6.671089842;6.5235195;6.597304671;0.073785171;0.011184139
ZINC000003875439;5.917471333;5.757637;5.837554167;0.079917167;0.01369018
ZINC000003881640;6.440640329;6.2379866;6.339313465;0.101326865;0.015983886
ZINC000003913937;6.002721994;5.8114414;5.907081697;0.095640297;0.016190786
ZINC000003917708;6.24708726;5.474912;5.86099963;0.38608763;0.065874024
ZINC000003920266;6.270975522;5.3650026;5.817989061;0.452986461;0.077859627
ZINC000003938744;6.895860756;6.3610597;6.628460228;0.267400528;0.040341274
ZINC000003978006;6.149654494;5.7848144;5.967234447;0.182420047;0.030570283
ZINC000003978028;6.937132159;6.1196957;6.52841393;0.40871823;0.062606053
ZINC000003978029;6.937132159;6.1196957;6.52841393;0.40871823;0.062606053
ZINC000003982483;6.971487192;6.0115895;6.491538346;0.479948846;0.073934531
ZINC000004038341;6.937132159;6.1196957;6.52841393;0.40871823;0.062606053
ZINC000004468780;6.042407502;5.454227;5.748317251;0.294090251;0.051161103
ZINC000016052277;7.300095987;6.187017;6.743556494;0.556539494;0.082529077
ZINC000019632628;6.331846613;6.2454386;6.288642607;0.043204006;0.006870164
ZINC000019875504;6.224732541;6.135197;6.179964771;0.044767771;0.007244017
ZINC000028467879;6.057957378;5.400025;5.728991189;0.328966189;0.057421312
ZINC000043450326;6.395495702;6.193582;6.294538851;0.100956851;0.0160388
ZINC000049933061;6.668264423;6.1338654;6.401064912;0.267199512;0.041742978
ZINC000084441937;6.818041974;6.9400406;6.879041287;0.060999313;0.008867415
ZINC000084589076;5.575332093;5.2289853;5.402158697;0.173173397;0.032056333
ZINC000085432544;6.550710871;5.952278;6.251494436;0.299216436;0.047863185
ZINC000085534336;6.453856389;6.033745;6.243800695;0.210055695;0.033642281
ZINC000096903163;6.09884561;6.0689487;6.083897155;0.014948455;0.002457053
ZINC000100006264;5.575332093;5.2289853;5.402158697;0.173173397;0.032056333
ZINC000100037855;6.422388851;6.4651027;6.443745776;0.021356925;0.003314365
ZINC000100071256;6.861895359;6.676738;6.76931668;0.092578679;0.013676222
ZINC000254134439;6.591481649;6.065229;6.328355325;0.263126325;0.041578943
ZINC000043450324;6.395495702;6.193582;6.294538851;0.100956851;0.0160388
ZINC000085537011;6.778210517;6.1150494;6.446629959;0.331580559;0.051434712
ZINC000000968301;5.746397875;5.652554;5.699475938;0.046921938;0.008232676
ZINC000003940470;5.933036983;5.4969096;5.714973292;0.218063692;0.038156555
ZINC000150338755;6.308650253;6.055447;6.182048627;0.126601627;0.020478911
ZINC000043195697;6.28504097;5.729849;6.007444985;0.277595985;0.04620866
ZINC000072316335;6.19125043;5.9558997;6.073575065;0.117675365;0.019374975
ZINC000096272772;6.021195355;5.4417167;5.731456028;0.289739328;0.050552482
ZINC000098023177;6.439959261;6.302538;6.371248631;0.068710631;0.010784484
ZINC000169748244;5.347190178;5.0835447;5.215367439;0.131822739;0.02527583
ZINC000169946773;6.374687497;5.980624;6.177655749;0.197031749;0.031894258
ZINC000169990691;5.752934711;5.372134;5.562534356;0.190400356;0.034229066
ZINC000085205451;6.126762916;5.8116326;5.969197758;0.157565158;0.026396371
ZINC000095616937;6.389451492;5.983242;6.186346746;0.203104746;0.032831129
ZINC000096309558;6.004760161;5.555965;5.780362581;0.224397581;0.038820676
ZINC000252678020;5.693157496;5.53599;5.614573748;0.078583748;0.013996387
ZINC000253630390;5.658285888;5.509821;5.584053444;0.074232444;0.013293649
ZINC000000000347;6.111701141;6.062756;6.087228571;0.024472571;0.004020314
ZINC000000000711;5.491744937;5.0088935;5.250319219;0.241425719;0.045983055
ZINC000000001132;7.084606764;6.689114;6.886860382;0.197746382;0.028713575
ZINC000000001931;5.538400207;5.4036493;5.471024754;0.067375454;0.01231496
ZINC000000001984;6.02022895;5.1606216;5.590425275;0.429803675;0.076882107
ZINC000000002688;6.037757049;5.6560025;5.846879775;0.190877275;0.032646006
ZINC000000057513;5.955144665;5.6607175;5.807931083;0.147213583;0.025346992
ZINC000000097996;6.164039276;5.6902924;5.927165838;0.236873438;0.039964031
ZINC000000121480;6.799135808;6.590442;6.694788904;0.104346904;0.015586287
ZINC000001530929;6.107114031;5.716729;5.911921516;0.195192516;0.033016764
ZINC000001530930;6.107114031;5.716729;5.911921516;0.195192516;0.033016764
ZINC000001530938;6.019025443;5.5477185;5.783371972;0.235653472;0.040746726
ZINC000001540998;6.056193871;5.340281;5.698237436;0.357956436;0.0628188
ZINC000001571009;5.9371971;5.9158645;5.9265308;0.0106663;0.001799754
ZINC000100005670;6.39614353;5.587503;5.991823265;0.404320265;0.06747867
ZINC000100017856;6.724876101;6.2211905;6.473033301;0.251842801;0.038906458
ZINC000001690324;5.579167044;4.8103175;5.194742272;0.384424772;0.074002665
