Name;RF;XGB;Mean;SD;CV
ZINC000022010649;6.239278195;6.135199;6.187238598;0.052039597;0.008410795
ZINC000000001317;5.495881064;4.858286;5.177083532;0.318797532;0.061578595
ZINC000000896663;6.30507711;5.9656982;6.135387655;0.169689455;0.027657495
ZINC000001547851;6.205644034;5.5436125;5.874628267;0.331015767;0.056346675
ZINC000001999441;5.233619835;5.3840475;5.308833668;0.075213833;0.014167675
ZINC000003818808;5.599321352;5.1766043;5.387962826;0.211358526;0.039227911
ZINC000003873295;5.44220662;5.417505;5.42985581;0.01235081;0.002274611
ZINC000004392649;5.160534034;5.1538196;5.157176817;0.003357217;0.00065098
ZINC000008035268;5.870947387;5.6157746;5.743360994;0.127586394;0.022214587
ZINC000253476027;6.701028478;6.755733;6.728380739;0.027352261;0.004065207
ZINC000013973998;5.912750785;5.6409445;5.776847643;0.135903143;0.023525485
ZINC000019855121;5.762445708;5.547531;5.654988354;0.107457354;0.019002224
ZINC000100018854;6.111701141;6.062756;6.087228571;0.024472571;0.004020314
ZINC000256433946;6.794689559;5.865102;6.32989578;0.46479378;0.073428346
ZINC000009302239;6.517200744;5.9527383;6.234969522;0.282231222;0.045265854
ZINC000095551509;7.202007763;6.4410133;6.821510532;0.380497232;0.055779029
ZINC000000000373;6.906275274;6.8391643;6.872719787;0.033555487;0.004882417
ZINC000000155905;5.823473007;5.308004;5.565738504;0.257734504;0.046307333
ZINC000000968375;6.126762916;5.8116326;5.969197758;0.157565158;0.026396371
ZINC000242437512;5.908746505;5.204021;5.556383753;0.352362753;0.063415842
ZINC000245224194;5.880808699;5.3360853;5.608447;0.2723617;0.048562766
ZINC000003830944;6.27407051;5.4897466;5.881908555;0.392161955;0.066672569
ZINC000003929022;5.446415144;5.3112226;5.378818872;0.067596272;0.012567122
ZINC000004474443;5.98033501;5.8023224;5.891328705;0.089006305;0.015108019
ZINC000008214703;5.971798062;5.8688498;5.920323931;0.051474131;0.008694479
ZINC000012503156;5.811123315;5.6041555;5.707639408;0.103483908;0.018130772
ZINC000030691797;6.181927531;5.810922;5.996424766;0.185502766;0.030935561
ZINC000043206370;6.047210828;6.3528233;6.200017064;0.152806236;0.024646099
ZINC000100016084;6.494665644;6.546538;6.520601822;0.025936178;0.003977574
ZINC000000403618;6.8943309;6.630389;6.76235995;0.13197095;0.019515517
ZINC000001542199;6.120156904;5.3101654;5.715161152;0.404995752;0.0708634
ZINC000003604264;6.075958417;5.659568;5.867763209;0.208195209;0.035481188
ZINC000036701290;5.801421036;5.9553204;5.878370718;0.076949682;0.013090308
ZINC000000004949;6.231217571;5.985503;6.108360286;0.122857286;0.020112973
ZINC000000004413;5.954410235;5.399201;5.676805618;0.277604618;0.048901554
ZINC000000010163;5.930339641;5.583791;5.757065321;0.173274321;0.030097682
ZINC000100296828;6.106381354;6.0703163;6.088348827;0.018032527;0.002961809
ZINC000100296832;6.106381354;6.0703163;6.088348827;0.018032527;0.002961809
ZINC000100378061;6.214597895;5.725819;5.970208448;0.244389448;0.040934827
ZINC000084668739;6.599731109;5.79069;6.195210555;0.404520555;0.065295691
ZINC000085536990;6.634567709;6.1154757;6.375021705;0.259546005;0.04071296
ZINC000096006018;6.525314535;6.283308;6.404311268;0.121003268;0.018894033
ZINC000000395010;5.932797072;5.0018406;5.467318836;0.465478236;0.085138301
ZINC000100070937;6.825938141;6.506475;6.666206571;0.159731571;0.023961389
ZINC000103105084;6.037757049;5.6560025;5.846879775;0.190877275;0.032646006
ZINC000070466416;6.547421148;5.8891606;6.218290874;0.329130274;0.052929379
ZINC000116473771;6.724876101;6.2211905;6.473033301;0.251842801;0.038906458
ZINC000084757007;5.902186756;5.5503454;5.726266078;0.175920678;0.030721709
ZINC000013986658;5.772778708;5.9380417;5.855410204;0.082631496;0.014111991
ZINC000001530728;6.06596425;5.6254973;5.845730775;0.220233475;0.037674242
ZINC000003876023;6.20009398;6.12714;6.16361699;0.03647699;0.005918114
ZINC000003872931;6.733247255;6.3466;6.539923628;0.193323628;0.029560533
ZINC000003875483;6.291473747;5.6243815;5.957927624;0.333546124;0.055983581
ZINC000003914596;5.459762202;4.992724;5.226243101;0.233519101;0.04468202
ZINC000003922770;6.216266436;6.0120797;6.114173068;0.102093368;0.016697821
ZINC000003787097;6.080864206;5.7950554;5.937959803;0.142904403;0.024066246
ZINC000003819392;6.180026819;5.9266996;6.05336321;0.12666361;0.020924502
ZINC000003792417;6.165690609;5.7969594;5.981325005;0.184365605;0.030823539
ZINC000003823475;6.141846496;5.9595146;6.050680548;0.091165948;0.015067057
ZINC000003830842;5.953596044;5.6326346;5.793115322;0.160480722;0.027701973
ZINC000003875392;6.712815748;5.9249864;6.318901074;0.393914674;0.062339111
ZINC000003876136;6.232462454;5.511671;5.872066727;0.360395727;0.061374597
ZINC000012503151;6.025509871;5.8685904;5.947050136;0.078459735;0.013193051
ZINC000012503187;6.177115823;5.6072664;5.892191112;0.284924712;0.048356326
ZINC000000002216;6.031256352;5.5473957;5.789326026;0.241930326;0.041789031
ZINC000003941829;6.164639882;6.0146284;6.089634141;0.075005741;0.012316954
ZINC000012503068;6.494665644;6.546538;6.520601822;0.025936178;0.003977574
ZINC000012503076;5.946946724;5.4550285;5.700987612;0.245959112;0.043143246
ZINC000012503099;5.778346855;5.5389752;5.658661028;0.119685828;0.02115091
ZINC000000538386;6.277223142;6.2231965;6.250209821;0.027013321;0.004321986
ZINC000000537805;6.622080434;6.186401;6.404240717;0.217839717;0.034014917
ZINC000000113415;5.665076156;5.5987425;5.631909328;0.033166828;0.005889091
ZINC000001611274;6.470395076;5.892594;6.181494538;0.288900538;0.046736357
ZINC000000001958;5.827464442;5.449853;5.638658721;0.188805721;0.033484155
ZINC000000020783;6.352634559;6.0024962;6.17756538;0.17506918;0.028339511
ZINC000000114124;6.465679595;6.007332;6.236505798;0.229173798;0.036747147
ZINC000000114127;6.465679595;6.007332;6.236505798;0.229173798;0.036747147
ZINC000011726211;6.379792746;5.930644;6.155218373;0.224574373;0.0364852
ZINC000013298313;5.768183692;5.5829034;5.675543546;0.092640146;0.016322691
ZINC000003830500;5.845884165;5.7889466;5.817415383;0.028468783;0.004893717
ZINC000003871701;5.836643721;5.912553;5.874598361;0.03795464;0.006460806
ZINC000001187543;6.000341047;5.4753237;5.737832374;0.262508674;0.045750495
ZINC000000621853;6.008662843;5.5670037;5.787833272;0.220829572;0.0381541
ZINC000040899447;6.920536429;5.997696;6.459116215;0.461420215;0.071437051
ZINC000001534965;6.443157892;6.328593;6.385875446;0.057282446;0.008970179
ZINC000003792789;5.978324501;5.3632703;5.670797401;0.307527101;0.054229957
ZINC000003813078;4.96505045;4.6860514;4.825550925;0.139499525;0.028908518
ZINC000003830999;6.435529358;6.1302943;6.282911829;0.152617529;0.024290891
ZINC000003914808;6.304296184;5.661161;5.982728592;0.321567592;0.05374932
ZINC000003927822;7.583721333;7.6426477;7.613184517;0.029463184;0.003870021
ZINC000000901736;6.849995694;7.060765;6.955380347;0.105384653;0.01515153
ZINC000000105196;7.023695364;7.3407416;7.182218482;0.158523118;0.022071609
ZINC000000968233;5.880658871;5.781126;5.830892436;0.049766435;0.00853496
ZINC000000895099;6.774152907;6.3015537;6.537853304;0.236299604;0.036143302
ZINC000000895103;6.458074858;6.3583593;6.408217079;0.049857779;0.007780289
ZINC000000895457;6.849995694;7.060765;6.955380347;0.105384653;0.01515153
ZINC000001482164;6.218080254;5.742636;5.980358127;0.237722127;0.039750483
ZINC000001532525;6.662820615;7.120875;6.891847808;0.229027193;0.033231609
ZINC000001532529;6.664597971;6.3573556;6.510976786;0.153621186;0.023594184
ZINC000000901159;5.156301868;4.772887;4.964594434;0.191707434;0.038614923
ZINC000012661824;5.978324501;5.3632703;5.670797401;0.307527101;0.054229957
ZINC000001532526;6.764703281;7.100738;6.932720641;0.16801736;0.024235415
ZINC000003831040;5.672049814;5.1494513;5.410750557;0.261299257;0.048292608
ZINC000004658562;5.470389406;5.187419;5.328904203;0.141485203;0.026550525
ZINC000004658552;5.752546784;5.369286;5.560916392;0.191630392;0.034460218
ZINC000003589203;6.439146166;5.848048;6.143597083;0.295549083;0.048106847
ZINC000003795098;6.123659165;6.3359275;6.229793333;0.106134168;0.017036547
ZINC000003831006;6.716626802;6.002309;6.359467901;0.357158901;0.056161759
ZINC000003831050;5.104894766;5.046277;5.075585883;0.029308883;0.005774483
ZINC000003831051;5.104894766;5.046277;5.075585883;0.029308883;0.005774483
ZINC000003830959;6.315228129;5.5282283;5.921728215;0.393499915;0.066450181
ZINC000000002212;5.595265315;5.7280025;5.661633908;0.066368592;0.011722516
ZINC000000057624;9.402740875;11.022906;10.21282344;0.810082563;0.079320138
ZINC000022002214;6.131834008;5.8334804;5.982657204;0.149176804;0.024934874
ZINC000022002218;6.131834008;5.8334804;5.982657204;0.149176804;0.024934874
ZINC000000034157;7.242665778;9.347579;8.295122389;1.052456611;0.126876562
ZINC000022010379;5.935950372;5.783647;5.859798686;0.076151686;0.012995615
ZINC000022010382;5.935950372;5.783647;5.859798686;0.076151686;0.012995615
ZINC000000000882;5.364805992;5.1789613;5.271883646;0.092922346;0.017626024
ZINC000000049154;6.246165991;6.128574;6.187369996;0.058795995;0.009502583
ZINC000022059926;7.036778677;6.0189805;6.527879589;0.508899089;0.077957793
ZINC000022116608;7.013410273;6.5667334;6.790071837;0.223338437;0.032891911
ZINC000000002176;6.685347933;5.8436565;6.264502217;0.420845717;0.067179435
ZINC000003952881;6.356852608;5.912482;6.134667304;0.222185304;0.036217988
ZINC000003955219;6.502551877;6.009353;6.255952439;0.246599439;0.039418368
ZINC000003964126;6.714185317;5.821254;6.267719659;0.446465659;0.071232551
ZINC000003973334;6.320357979;5.8291945;6.07477624;0.24558174;0.040426467
ZINC000003977764;6.497077607;6.1508956;6.323986604;0.173091004;0.027370552
ZINC000002008866;6.093718625;5.6409273;5.867322963;0.226395663;0.038585853
ZINC000002016037;5.856699417;5.3707404;5.613719909;0.242979509;0.043283155
ZINC000019362735;6.328892558;6.5184827;6.423687629;0.094795071;0.014757111
ZINC000019362737;6.328892558;6.5184827;6.423687629;0.094795071;0.014757111
ZINC000019364222;6.084784188;5.938747;6.011765594;0.073018594;0.012145948
ZINC000019364224;6.084784188;5.938747;6.011765594;0.073018594;0.012145948
ZINC000019364229;6.232018956;6.0433283;6.137673628;0.094345328;0.015371513
ZINC000002015928;5.67944033;4.982182;5.330811165;0.348629165;0.065398896
ZINC000003951740;6.464812771;5.8694167;6.167114736;0.297698036;0.04827185
ZINC000000075008;6.189620277;4.979044;5.584332139;0.605288138;0.108390426
ZINC000001530816;5.835657229;5.3781476;5.606902415;0.228754815;0.040798786
ZINC000036294079;6.288547358;5.9507594;6.119653379;0.168893979;0.027598619
ZINC000001482184;6.427719796;5.728331;6.078025398;0.349694398;0.057534211
ZINC000001530635;5.54935401;4.886972;5.218163005;0.331191005;0.063468888
ZINC000001530935;5.681814873;5.530182;5.605998437;0.075816437;0.013524163
ZINC000001530688;6.365744012;6.3041883;6.334966156;0.030777856;0.004858409
ZINC000000000242;5.646980336;5.4120345;5.529507418;0.117472918;0.021244735
ZINC000000000565;6.234579877;6.198921;6.216750439;0.017829438;0.002867968
ZINC000000000128;5.996378373;5.8585644;5.927471387;0.068906987;0.011625022
ZINC000001530974;5.569620763;5.487439;5.528529882;0.041090881;0.007432515
ZINC000001530697;7.304390261;7.225011;7.264700631;0.03968963;0.005463354
ZINC000001530703;5.773740972;5.333024;5.553382486;0.220358486;0.039680048
ZINC000001530707;6.261672965;5.7575393;6.009606133;0.252066833;0.041943986
ZINC000001530948;5.9177838;5.390136;5.6539599;0.2638239;0.046661792
ZINC000018324776;6.842457884;6.283035;6.562746442;0.279711442;0.042621095
ZINC000013545634;6.138273371;5.7272654;5.932769386;0.205503986;0.034638796
ZINC000013763987;5.855111127;5.7200003;5.787555714;0.067555414;0.011672529
ZINC000000000353;5.407475003;5.266403;5.336939002;0.070536001;0.013216565
ZINC000000020259;6.378745323;6.8131294;6.595937362;0.217192039;0.032928154
ZINC000019632668;5.669476232;5.799119;5.734297616;0.064821384;0.011304154
ZINC000019632917;7.490977318;6.8572197;7.174098509;0.316878809;0.044169844
ZINC000019796155;7.160208813;7.1199956;7.140102207;0.020106606;0.002816011
ZINC000019632912;5.644942315;5.2431836;5.444062958;0.200879358;0.036898794
ZINC000019796080;7.703310258;7.5958815;7.649595879;0.053714379;0.007021858
ZINC000017146904;6.539506054;5.9700127;6.254759377;0.284746677;0.045524801
ZINC000018089317;5.586872042;5.520256;5.553564021;0.033308021;0.005997594
ZINC000018099446;6.038862199;5.2376547;5.63825845;0.40060375;0.071050973
ZINC000014263142;6.359575137;5.936828;6.148201569;0.211373569;0.03437974
ZINC000018115268;5.208780889;4.987297;5.098038945;0.110741945;0.021722459
ZINC000019702309;6.316703932;5.695463;6.006083466;0.310620466;0.051717641
ZINC000019796158;6.79266577;6.942519;6.867592385;0.074926615;0.010910172
ZINC000013831130;6.676173296;5.926352;6.301262648;0.374910648;0.059497702
ZINC000014210457;6.070406157;5.6970787;5.883742429;0.186663729;0.03172534
ZINC000014879972;6.403623348;6.543219;6.473421174;0.069797826;0.010782216
ZINC000014879992;6.325384145;6.6992674;6.512325773;0.186941628;0.028705816
ZINC000014210455;6.070406157;5.6970787;5.883742429;0.186663729;0.03172534
ZINC000019632670;5.669476232;5.799119;5.734297616;0.064821384;0.011304154
ZINC000019632834;6.986177968;6.301832;6.644004984;0.342172984;0.051501013
ZINC000019796018;8.049495702;7.978595;8.014045351;0.035450351;0.004423528
ZINC000035999642;6.288547358;5.9507594;6.119653379;0.168893979;0.027598619
ZINC000018279854;6.111483773;6.274583;6.193033387;0.081549614;0.01316796
ZINC000013537284;6.267413109;6.0482655;6.157839305;0.109573805;0.017794197
ZINC000013597823;6.017146894;5.751271;5.884208947;0.132937947;0.022592323
ZINC000013682481;6.582519474;5.861022;6.221770737;0.360748737;0.057981683
ZINC000000000083;5.218670699;5.176487;5.19757885;0.021091849;0.004058014
ZINC000019594557;6.289810344;6.266128;6.277969172;0.011841172;0.001886147
ZINC000019632618;6.179923086;5.91745;6.048686543;0.131236543;0.021696701
ZINC000014768621;6.753562228;6.704787;6.729174614;0.024387614;0.003624161
ZINC000019361042;6.289810344;6.266128;6.277969172;0.011841172;0.001886147
ZINC000006021043;6.087901969;5.940903;6.014402485;0.073499485;0.01222058
ZINC000006094354;7.093059079;6.1104484;6.60175374;0.49130534;0.074420428
ZINC000000004785;6.553822276;5.9273286;6.240575438;0.313246838;0.050195185
ZINC000019364242;5.467997584;5.2070956;5.337546592;0.130450992;0.024440254
ZINC000019419017;5.678150202;5.262174;5.470162101;0.207988101;0.038022292
ZINC000019594599;6.694544445;6.6788464;6.686695423;0.007849022;0.001173827
ZINC000019364230;6.232018956;6.0433283;6.137673628;0.094345328;0.015371513
ZINC000019418959;7.508979402;7.445745;7.477362201;0.031617201;0.00422839
ZINC000019594594;5.139157234;5.215885;5.177521117;0.038363883;0.007409701
ZINC000014210642;6.449490431;5.8434386;6.146464516;0.303025916;0.049300848
ZINC000001530706;6.261672965;5.7575393;6.009606133;0.252066833;0.041943986
ZINC000001530710;5.815281011;5.547977;5.681629006;0.133652006;0.023523536
ZINC000001530713;6.296940713;5.3439865;5.820463607;0.476477107;0.081862398
ZINC000001530716;6.759559505;6.605651;6.682605253;0.076954253;0.011515607
ZINC000001481815;6.073534118;5.501528;5.787531059;0.286003059;0.04941711
ZINC000001481833;6.200625878;5.5785108;5.889568339;0.311057539;0.052814998
ZINC000001481910;6.211989957;5.9844766;6.098233279;0.113756679;0.018654039
ZINC000001481956;7.942254011;8.020565;7.981409506;0.039155494;0.004905837
ZINC000001536779;6.015002782;5.9441047;5.979553741;0.035449041;0.005928376
ZINC000001530814;5.514500956;5.072337;5.293418978;0.221081978;0.041765441
ZINC000001530817;5.835657229;5.3781476;5.606902415;0.228754815;0.040798786
ZINC000000001145;6.425947875;5.3881373;5.907042588;0.518905288;0.087845192
ZINC000000389149;5.870110041;5.604741;5.737425521;0.132684521;0.023126143
ZINC000001530736;6.897510595;5.923454;6.410482298;0.487028298;0.075973737
ZINC000001530760;5.680699109;5.619108;5.649903555;0.030795555;0.005450634
ZINC000001530912;5.124831411;4.8940597;5.009445556;0.115385856;0.023033658
ZINC000001530621;5.907632099;5.781183;5.84440755;0.063224549;0.010817957
ZINC000000006157;6.790937253;6.384829;6.587883127;0.203054127;0.030822363
ZINC000000006427;6.149903303;5.686334;5.918118652;0.231784652;0.039165259
ZINC000000007295;6.296933617;5.8277426;6.062338109;0.234595509;0.0386972
ZINC000000007673;5.852059324;5.5812054;5.716632362;0.135426962;0.02368999
ZINC000001533877;5.296268924;5.203555;5.249911962;0.046356962;0.008830046
ZINC000003831128;7.173227486;6.6615224;6.917374943;0.255852543;0.036986942
ZINC000003920657;6.71273139;6.5115213;6.612126345;0.100605045;0.015215233
ZINC000003938695;6.632311742;5.9635663;6.297939021;0.334372721;0.053092404
ZINC000008214619;6.488109626;6.3526835;6.420396563;0.067713063;0.010546555
ZINC000084758235;6.212340253;5.784347;5.998343627;0.213996627;0.035675953
ZINC000003803652;5.609329345;5.307589;5.458459173;0.150870173;0.0276397
ZINC000003812865;7.009328285;6.066555;6.537941643;0.471386643;0.072100161
ZINC000003812974;6.004609919;5.677478;5.84104396;0.16356596;0.028002864
ZINC000004212854;6.232462454;5.511671;5.872066727;0.360395727;0.061374597
ZINC000004214955;5.863079693;5.3378525;5.600466097;0.262613597;0.046891382
ZINC000004097476;6.836275336;6.1452274;6.490751368;0.345523968;0.053233277
ZINC000004099200;6.229891762;5.5609374;5.895414581;0.334477181;0.056735142
ZINC000004212945;6.625271934;6.055517;6.340394467;0.284877467;0.044930559
ZINC000000538065;6.191631114;6.5826225;6.387126807;0.195495693;0.030607768
ZINC000000538312;8.307966824;8.28019;8.294078412;0.013888412;0.001674497
ZINC000000020253;6.866333379;6.480517;6.67342519;0.19290819;0.028906923
ZINC000000020221;5.490920599;5.517268;5.5040943;0.0131737;0.002393437
ZINC000004393164;6.158655916;5.4003153;5.779485608;0.379170308;0.065606238
ZINC000000537752;6.184224461;5.6700873;5.927155881;0.257068581;0.043371321
ZINC000000537795;6.223172428;5.9985003;6.110836364;0.112336064;0.018383091
ZINC000000537928;7.11186297;6.513709;6.812785985;0.299076985;0.043899366
ZINC000000537957;5.59646186;4.8380775;5.21726968;0.37919218;0.072680195
ZINC000000538621;6.277902021;5.7195415;5.998721761;0.279180261;0.046539958
ZINC000000001267;7.228750784;7.0754766;7.152113692;0.076637092;0.010715307
ZINC000000001331;5.585575592;5.703769;5.644672296;0.059096704;0.010469466
ZINC000000001370;5.502631941;5.477509;5.490070471;0.01256147;0.002288034
ZINC000085537026;6.508349964;5.900803;6.204576482;0.303773482;0.048959584
ZINC000012466082;5.693157496;5.53599;5.614573748;0.078583748;0.013996387
ZINC000000007782;5.940936458;5.7901206;5.865528529;0.075407929;0.012856118
ZINC000000013156;5.713254712;5.337909;5.525581856;0.187672856;0.033964361
ZINC000000538627;6.348878966;5.186021;5.767449983;0.581428983;0.100812141
ZINC000000538658;6.432951913;5.8583755;6.145663707;0.287288207;0.04674649
ZINC000000001464;6.242758914;5.1947117;5.718735307;0.524023607;0.091632779
ZINC000060183170;6.156210322;5.692364;5.924287161;0.231923161;0.039147859
ZINC000085432549;6.498589086;5.8727794;6.185684243;0.312904843;0.050585324
ZINC000000601254;6.094524192;5.921039;6.007781596;0.086742596;0.014438374
ZINC000000601281;6.605281692;6.3714213;6.488351496;0.116930196;0.018021557
ZINC000000601283;6.402312263;5.967333;6.184822632;0.217489632;0.035165056
ZINC000006716957;6.151691071;5.6150208;5.883355936;0.268335136;0.045609196
ZINC000004475353;5.568355421;5.440532;5.504443711;0.06391171;0.01161093
ZINC000004618208;5.681814873;5.530182;5.605998437;0.075816437;0.013524163
ZINC000004640636;6.245933949;5.5480075;5.896970725;0.348963225;0.059176693
ZINC000004655029;6.240028235;6.258351;6.249189618;0.009161383;0.001466011
ZINC000002525885;5.716464584;5.5922475;5.654356042;0.062108542;0.010984194
ZINC000004676424;6.229891762;5.5609374;5.895414581;0.334477181;0.056735142
ZINC000001530718;5.701956892;5.7802987;5.741127796;0.039170904;0.006822859
ZINC000001530973;5.569620763;5.487439;5.528529882;0.041090881;0.007432515
ZINC000001530947;5.9177838;5.390136;5.6539599;0.2638239;0.046661792
ZINC000001530725;6.89773009;6.8392334;6.868481745;0.029248345;0.004258342
ZINC000001530775;5.697062367;5.450908;5.573985184;0.123077184;0.022080644
ZINC000001530726;6.89773009;6.8392334;6.868481745;0.029248345;0.004258342
ZINC000001530975;6.929504517;6.4982038;6.713854159;0.215650359;0.032120203
ZINC000001530977;6.929504517;6.4982038;6.713854159;0.215650359;0.032120203
ZINC000001530950;5.944494402;5.641305;5.792899701;0.151594701;0.026169053
ZINC000001530759;5.680699109;5.619108;5.649903555;0.030795555;0.005450634
ZINC000001530764;6.410227499;6.388485;6.39935625;0.01087125;0.001698804
ZINC000001530811;5.773504484;5.460623;5.617063742;0.156440742;0.027850982
ZINC000001530641;5.609876948;5.3762865;5.493081724;0.116795224;0.02126224
ZINC000001530660;6.053590079;6.076338;6.06496404;0.01137396;0.001875355
ZINC000004097308;6.641231874;6.2432933;6.442262587;0.198969287;0.030885001
ZINC000004097309;6.497077607;6.1508956;6.323986604;0.173091004;0.027370552
ZINC000004097310;6.497077607;6.1508956;6.323986604;0.173091004;0.027370552
ZINC000002019953;5.815342218;5.8052998;5.810321009;0.005021209;0.000864188
ZINC000085537053;6.104038122;5.538881;5.821459561;0.282578561;0.048540844
ZINC000085536932;6.104038122;5.538881;5.821459561;0.282578561;0.048540844
ZINC000000155694;5.949065225;6.055016;6.002040613;0.052975388;0.008826229
ZINC000000156792;6.392009756;6.0152507;6.203630228;0.188379528;0.030366015
ZINC000085534098;6.453856389;6.033745;6.243800695;0.210055695;0.033642281
ZINC000085537014;6.907278743;6.504128;6.705703372;0.201575372;0.030060288
ZINC000000607790;6.008662843;5.5670037;5.787833272;0.220829572;0.0381541
ZINC000002522648;7.228750784;7.0754766;7.152113692;0.076637092;0.010715307
ZINC000002522669;6.031572493;5.9933186;6.012445547;0.019126946;0.003181226
ZINC000002510358;6.395286785;5.831201;6.113243893;0.282042893;0.046136372
ZINC000001530572;5.463901291;5.2969465;5.380423896;0.083477396;0.015515022
ZINC000001530613;6.241124628;6.214449;6.227786814;0.013337814;0.002141662
ZINC000000155531;5.840103012;5.860579;5.850341006;0.010237994;0.001749982
ZINC000001530599;6.42709449;5.8159723;6.121533395;0.305561095;0.049915777
ZINC000001530601;5.537266654;5.6269364;5.582101527;0.044834873;0.008031899
ZINC000001530812;5.514500956;5.072337;5.293418978;0.221081978;0.041765441
ZINC000001530659;6.053590079;6.076338;6.06496404;0.01137396;0.001875355
ZINC000001530939;6.140129595;5.829128;5.984628798;0.155500798;0.025983366
ZINC000001529425;6.717730224;6.536572;6.627151112;0.090579112;0.013667881
ZINC000001530618;5.59883299;5.16202;5.380426495;0.218406495;0.040592785
ZINC000001531009;5.896580653;5.921631;5.909105827;0.012525173;0.002119639
ZINC000001532179;5.179222643;5.186414;5.182818322;0.003595678;0.000693769
ZINC000001530571;6.756307117;6.773112;6.764709559;0.008402441;0.001242099
ZINC000002019954;5.815342218;5.8052998;5.810321009;0.005021209;0.000864188
ZINC000000002273;6.129375115;6.2899346;6.209654858;0.080279742;0.012928213
ZINC000000002647;5.842269229;5.6537256;5.747997415;0.094271815;0.01640081
ZINC000004097404;7.194100104;6.7032485;6.948674302;0.245425802;0.035319802
ZINC000004097440;6.93448594;6.363735;6.64911047;0.28537547;0.042919346
ZINC000000538550;8.378599689;8.42008;8.399339845;0.020740156;0.00246926
ZINC000002032615;5.760100038;5.7893834;5.774741719;0.014641681;0.002535469
ZINC000004097286;6.747106163;6.279238;6.513172082;0.233934082;0.035917074
ZINC000004097305;6.188885854;5.5775247;5.883205277;0.305680577;0.05195817
ZINC000000000096;5.736835469;5.564378;5.650606735;0.086228735;0.015260084
ZINC000000004321;6.322830081;5.748665;6.035747541;0.287082541;0.047563709
ZINC000004175630;6.219118144;6.000538;6.109828072;0.109290072;0.017887585
ZINC000004213946;5.233619835;5.3840475;5.308833668;0.075213833;0.014167675
ZINC000000538273;6.099051671;5.8780527;5.988552186;0.110499486;0.018451786
ZINC000004097392;5.625827336;5.2204924;5.423159868;0.202667468;0.037370735
ZINC000004097343;5.742826629;5.8020115;5.772419065;0.029592436;0.005126522
ZINC000004097225;6.172315699;5.891972;6.03214385;0.14017185;0.023237485
ZINC000004097426;6.125378858;5.660134;5.892756429;0.232622429;0.039475996
ZINC000003860453;5.562909768;4.6075063;5.085208034;0.477701734;0.093939467
ZINC000003875259;6.745540457;5.9208927;6.333216579;0.412323879;0.06510497
ZINC000003875980;6.23533934;5.925307;6.08032317;0.15501617;0.025494725
ZINC000003918138;6.408246247;5.6382575;6.023251874;0.384994374;0.063918027
ZINC000000402954;6.349106388;5.7713876;6.060246994;0.288859394;0.047664624
ZINC000001895505;6.073965366;5.9129963;5.993480833;0.080484533;0.013428679
ZINC000003775644;6.143507003;5.8051653;5.974336152;0.169170852;0.028316259
ZINC000003782807;6.682928021;6.210406;6.446667011;0.236261011;0.036648552
ZINC000003798064;5.300815668;5.1896753;5.245245484;0.055570184;0.010594391
ZINC000003800475;5.214036802;5.0279384;5.120987601;0.093049201;0.018170167
ZINC000003808779;6.191867637;6.081882;6.136874819;0.054992818;0.008961046
ZINC000003812913;5.843469552;5.8226857;5.833077626;0.010391926;0.001781551
ZINC000000508068;5.736835469;5.564378;5.650606735;0.086228735;0.015260084
ZINC000000491073;5.676547674;5.2245445;5.450546087;0.226001587;0.041464026
ZINC000001996117;5.749803193;5.6641536;5.706978397;0.042824797;0.007503935
ZINC000001996784;5.906062724;5.4904213;5.698242012;0.207820712;0.036471022
ZINC000001997125;5.933036983;5.4969096;5.714973292;0.218063692;0.038156555
ZINC000001997127;6.075958417;5.659568;5.867763209;0.208195209;0.035481188
ZINC000003977767;6.83698475;6.2620587;6.549521725;0.287463025;0.04389069
ZINC000000057533;5.630676082;5.134905;5.382790541;0.247885541;0.046051493
ZINC000000056646;6.119977533;5.830523;5.975250267;0.144727267;0.024221122
ZINC000000057206;6.255694049;6.2601566;6.257925325;0.002231276;0.000356552
ZINC000000057278;6.3882145;5.7944784;6.09134645;0.29686805;0.048736031
ZINC000003986735;6.278610944;5.6841564;5.981383672;0.297227272;0.049692059
ZINC000004099009;5.764469316;5.0457063;5.405087808;0.359381508;0.066489486
ZINC000004212851;6.277647631;5.7246346;6.001141116;0.276506516;0.046075656
ZINC000004214700;7.942254011;8.020565;7.981409506;0.039155494;0.004905837
ZINC000004340269;6.349673472;5.4938374;5.921755436;0.427918036;0.072262024
ZINC000000527386;5.126217722;5.7084494;5.417333561;0.291115839;0.053737846
ZINC000000001382;6.058629313;5.543314;5.800971657;0.257657657;0.044416293
ZINC000003981610;6.504842092;5.8181643;6.161503196;0.343338896;0.055723236
ZINC000000895040;5.718423992;5.992987;5.855705496;0.137281504;0.023444059
ZINC000003843198;5.90387397;5.358033;5.630953485;0.272920485;0.048467899
ZINC000003875484;6.234791534;5.6043034;5.919547467;0.315244067;0.053254758
ZINC000003915154;6.243057242;5.659847;5.951452121;0.291605121;0.048997306
ZINC000000402909;5.377813575;4.955923;5.166868288;0.210945288;0.040826527
ZINC000000113426;6.595578793;6.4293933;6.512486047;0.083092746;0.01275899
ZINC000003831138;5.843469552;5.8226857;5.833077626;0.010391926;0.001781551
ZINC000003831430;6.435944666;6.252031;6.343987833;0.091956833;0.014495115
